"Data","Último","Abertura","Máxima","Mínima","Var%"
"01.02.2026","127,04","128,38","129,02","127,21","-1,55%"
"25.01.2026","129,04","130,53","131,53","128,87","-1,52%"
"18.01.2026","131,03","137,75","138,24","130,70","-3,89%"
"11.01.2026","136,34","136,99","139,83","136,02","-0,72%"
"04.01.2026","137,32","137,33","139,49","136,50","-0,35%"
"28.12.2025","137,81","138,82","138,82","137,66","-0,01%"
"21.12.2025","137,82","138,13","138,48","137,81","-2,23%"
"14.12.2025","140,96","135,33","142,29","134,50","2,78%"
"07.12.2025","137,15","142,78","142,81","136,00","1,34%"
"30.11.2025","135,33","141,80","144,13","134,83","-3,89%"
"23.11.2025","140,81","145,92","145,92","140,81","-3,42%"
"16.11.2025","145,79","141,28","146,41","141,28","2,46%"
"09.11.2025","142,29","143,05","143,05","139,96","-2,60%"
"02.11.2025","146,09","138,64","146,09","138,64","5,50%"
"26.10.2025","138,47","137,61","138,80","135,15","-4,03%"
"19.10.2025","144,29","145,09","146,74","140,29","-2,10%"
"12.10.2025","147,38","159,63","159,67","144,76","-2,05%"
"05.10.2025","150,46","134,16","159,29","133,74","11,87%"
"28.09.2025","134,50","137,14","137,14","134,50","-2,40%"
"21.09.2025","137,80","134,05","137,80","134,05","9,18%"
"14.09.2025","126,22","130,85","130,85","125,89","-4,75%"
"07.09.2025","132,52","136,47","137,83","129,19","-3,02%"
"31.08.2025","136,64","136,65","139,48","136,48","-0,13%"
"24.08.2025","136,82","138,83","139,88","135,47","-1,09%"
"17.08.2025","138,33","136,47","141,84","136,47","1,38%"
"10.08.2025","136,45","141,42","141,42","133,94","-3,51%"
"03.08.2025","141,41","152,89","152,89","141,41","-6,95%"
"27.07.2025","151,97","147,28","151,97","147,26","3,18%"
"20.07.2025","147,28","145,75","147,32","144,83","1,05%"
"13.07.2025","145,75","147,78","150,15","145,75","-1,37%"
"06.07.2025","147,78","139,37","147,78","139,37","6,03%"
"29.06.2025","139,37","151,19","151,19","139,37","-7,82%"
"22.06.2025","151,19","156,55","156,55","149,64","-3,42%"
"15.06.2025","156,55","152,18","158,04","151,20","2,87%"
"08.06.2025","152,18","157,19","157,19","149,62","-3,22%"
"01.06.2025","157,24","160,44","160,44","155,10","-1,99%"
"25.05.2025","160,44","168,78","168,86","160,44","-4,94%"
"18.05.2025","168,78","164,93","168,78","161,49","2,33%"
"11.05.2025","164,93","177,11","177,11","161,97","-6,86%"
"04.05.2025","177,07","179,81","179,98","177,07","-1,50%"
"27.04.2025","179,77","181,48","183,37","179,77","-1,49%"
"20.04.2025","182,49","194,16","198,19","182,36","-6,01%"
"13.04.2025","194,16","198,35","198,93","191,18","-2,11%"
"06.04.2025","198,35","199,82","210,58","185,90","-0,69%"
"30.03.2025","199,72","185,17","199,72","182,86","7,86%"
"23.03.2025","185,17","190,23","190,23","179,45","-2,66%"
"16.03.2025","190,23","173,96","190,23","167,39","9,35%"
"09.03.2025","173,96","173,92","178,33","173,92","0,10%"
"02.03.2025","173,79","178,14","184,16","173,78","-1,08%"
"23.02.2025","175,69","168,29","176,29","168,29","4,40%"
"16.02.2025","168,29","165,83","168,29","163,56","1,49%"
"09.02.2025","165,82","170,93","171,86","165,82","-3,27%"
"02.02.2025","171,43","174,78","177,28","171,26","-2,44%"
"26.01.2025","175,72","173,72","179,53","173,72","1,17%"
"19.01.2025","173,69","186,00","186,00","172,80","-6,62%"
"12.01.2025","186,01","197,49","197,49","186,01","-5,81%"
"05.01.2025","197,49","199,17","199,17","187,49","-0,82%"
"29.12.2024","199,12","205,02","214,38","198,32","-2,88%"
"22.12.2024","205,02","200,14","205,02","198,24","2,44%"
"15.12.2024","200,14","172,43","218,20","172,43","16,07%"
"08.12.2024","172,43","166,38","172,87","163,04","3,64%"
"01.12.2024","166,38","161,46","170,86","161,46","3,05%"
"24.11.2024","161,46","155,14","161,52","153,02","4,07%"
"17.11.2024","155,14","166,33","166,33","154,17","-5,88%"
"10.11.2024","164,83","153,47","164,83","153,47","6,24%"
"03.11.2024","155,15","160,90","165,03","153,44","-0,15%"
"27.10.2024","155,39","157,09","157,57","153,58","-1,08%"
"20.10.2024","157,09","150,15","159,07","150,15","4,62%"
"13.10.2024","150,16","151,12","155,10","150,16","-3,16%"
"06.10.2024","155,06","143,49","155,06","143,49","8,06%"
"29.09.2024","143,49","153,03","153,56","143,49","-6,23%"
"22.09.2024","153,03","155,06","158,06","150,38","-1,31%"
"15.09.2024","155,06","152,18","155,06","136,45","1,90%"
"08.09.2024","152,17","156,07","157,07","152,17","-2,50%"
"01.09.2024","156,07","149,31","158,07","149,28","4,53%"
"25.08.2024","149,31","145,24","149,31","141,89","2,80%"
"18.08.2024","145,24","151,15","151,15","145,24","-3,91%"
"11.08.2024","151,15","163,96","164,89","150,34","-7,81%"
"04.08.2024","163,96","170,45","176,83","163,96","-3,81%"
"28.07.2024","170,46","155,11","170,46","155,11","9,89%"
"21.07.2024","155,12","157,20","159,08","153,17","-1,32%"
"14.07.2024","157,20","145,28","159,14","145,28","8,20%"
"07.07.2024","145,28","156,00","156,00","145,28","-6,87%"
"30.06.2024","156,00","169,97","169,97","156,00","-8,22%"
"23.06.2024","169,97","165,01","169,97","160,11","3,01%"
"16.06.2024","165,01","158,11","165,01","158,04","4,36%"
"09.06.2024","158,11","146,53","200,49","146,37","7,91%"
"02.06.2024","146,52","143,35","146,52","141,83","2,21%"
"26.05.2024","143,35","146,34","197,96","143,33","-2,04%"
"19.05.2024","146,34","139,47","148,38","139,45","4,93%"
"12.05.2024","139,47","139,47","142,34","99,37","0,00%"
"05.05.2024","139,47","137,36","139,47","135,48","1,54%"
"28.04.2024","137,36","150,21","150,21","137,36","-8,55%"
"21.04.2024","150,21","162,02","162,02","150,21","-7,28%"
"14.04.2024","162,00","153,11","163,10","153,11","5,81%"
"07.04.2024","153,11","147,40","153,11","142,30","3,88%"
"31.03.2024","147,39","138,42","148,26","138,42","6,48%"
"24.03.2024","138,42","135,42","138,47","133,48","2,22%"
"17.03.2024","135,42","124,71","135,42","124,67","8,59%"
"10.03.2024","124,71","129,60","129,60","120,76","-3,77%"
"03.03.2024","129,59","124,63","129,59","124,63","3,98%"
"25.02.2024","124,63","122,68","126,66","122,68","1,59%"
"18.02.2024","122,68","130,60","133,51","122,68","-6,08%"
"11.02.2024","130,62","135,49","135,63","130,62","-3,59%"
"04.02.2024","135,49","135,62","137,53","133,51","-0,10%"
"28.01.2024","135,62","137,46","139,30","135,41","-1,34%"
"21.01.2024","137,46","131,55","140,41","131,55","4,49%"
"14.01.2024","131,55","128,48","132,59","128,48","2,37%"
"07.01.2024","128,50","141,34","141,34","128,50","-9,08%"
"31.12.2023","141,34","131,47","143,28","131,47","7,51%"
"24.12.2023","131,47","132,45","132,49","131,47","-0,74%"
"17.12.2023","132,45","137,41","137,41","132,45","-3,60%"
"10.12.2023","137,40","147,31","147,31","136,32","-6,73%"
"03.12.2023","147,32","153,55","153,55","142,32","2,96%"
"26.11.2023","143,09","147,21","147,21","142,17","-2,80%"
"19.11.2023","147,21","152,04","152,04","146,12","-3,18%"
"12.11.2023","152,04","163,76","165,71","152,04","-7,16%"
"05.11.2023","163,77","160,56","166,88","160,56","-8,67%"
"29.10.2023","179,32","186,08","186,08","165,65","-3,63%"
"22.10.2023","186,08","190,82","190,82","184,22","-3,40%"
"15.10.2023","192,63","179,36","192,63","179,36","5,20%"
"08.10.2023","183,11","190,10","190,10","178,27","-3,68%"
"01.10.2023","190,10","186,07","199,88","185,00","2,15%"
"24.09.2023","186,10","180,20","189,21","180,20","3,27%"
"17.09.2023","180,20","165,82","183,28","163,82","8,69%"
"10.09.2023","165,79","168,75","171,71","165,79","-1,75%"
"03.09.2023","168,75","164,81","171,77","164,81","2,37%"
"27.08.2023","164,85","173,67","173,67","162,81","-5,08%"
"20.08.2023","173,67","188,24","188,45","173,67","-7,72%"
"13.08.2023","188,20","170,72","188,20","170,72","10,24%"
"06.08.2023","170,72","172,32","173,55","170,64","-0,93%"
"30.07.2023","172,32","162,65","174,57","162,65","6,48%"
"23.07.2023","161,84","172,41","172,41","161,84","-6,95%"
"16.07.2023","173,93","177,48","177,48","173,34","-0,62%"
"09.07.2023","175,02","180,11","181,34","172,11","-2,87%"
"02.07.2023","180,19","173,35","181,30","173,35","2,41%"
"25.06.2023","175,95","176,63","179,92","175,95","-0,44%"
"18.06.2023","176,72","182,19","183,52","174,41","-3,74%"
"11.06.2023","183,58","192,90","192,90","182,84","-5,42%"
"04.06.2023","194,11","201,82","201,82","194,11","-5,14%"
"28.05.2023","204,62","207,39","209,05","204,62","-1,55%"
"21.05.2023","207,85","215,15","215,15","207,85","-3,00%"
"14.05.2023","214,27","221,99","237,45","214,27","-4,98%"
"07.05.2023","225,50","221,17","225,50","221,17","1,51%"
"30.04.2023","222,15","216,74","225,55","213,38","2,09%"
"23.04.2023","217,61","226,72","227,76","217,61","-3,96%"
"16.04.2023","226,58","214,35","226,58","214,32","5,50%"
"09.04.2023","214,76","230,97","230,97","214,76","-6,91%"
"02.04.2023","230,69","221,56","230,69","220,62","0,96%"
"26.03.2023","228,50","244,86","244,86","244,86","-7,63%"
"19.03.2023","247,38","279,65","279,65","279,65","3,61%"
"12.03.2023","238,77","224,50","224,50","224,50","8,96%"
"05.03.2023","219,13","214,88","214,88","214,88","-1,95%"
"26.02.2023","223,49","229,30","229,30","229,30","-2,47%"
"19.02.2023","229,15","228,10","228,10","228,10","3,04%"
"12.02.2023","222,38","232,21","232,21","232,21","-3,84%"
"05.02.2023","231,26","220,84","220,84","220,84","7,82%"
"29.01.2023","214,48","228,08","228,08","228,08","-8,37%"
"22.01.2023","234,07","242,84","242,84","242,84","-3,58%"
"15.01.2023","242,75","238,89","238,89","238,89","1,01%"
"08.01.2023","240,32","244,78","244,78","244,78","-5,35%"
"01.01.2023","253,90","250,46","250,46","250,46","1,45%"
"25.12.2022","250,26","252,43","252,43","252,43","-0,46%"
"18.12.2022","251,41","254,14","254,14","254,14","1,21%"
"11.12.2022","248,40","236,80","236,80","236,80","3,58%"
"04.12.2022","239,82","231,74","231,74","231,74","1,11%"
"27.11.2022","237,18","261,73","261,73","261,73","-7,63%"
"20.11.2022","256,78","256,78","256,78","256,78","-2,44%"
"13.11.2022","263,19","254,05","254,05","254,05","-0,46%"
"06.11.2022","264,41","256,62","256,62","256,62","-0,94%"
"30.10.2022","266,91","272,80","272,80","272,80","-4,51%"
"23.10.2022","279,51","284,24","284,24","284,24","-4,33%"
"16.10.2022","292,16","307,39","307,39","307,39","-2,65%"
"09.10.2022","300,10","294,93","294,93","294,93","5,20%"
"02.10.2022","285,27","282,23","282,23","282,23","7,93%"
"18.09.2022","264,31","261,06","261,06","261,06","9,14%"
"11.09.2022","242,17","232,27","232,27","232,27","-6,02%"
"04.09.2022","257,67","256,67","256,67","256,67","0,39%"
"28.08.2022","256,67","256,57","256,57","256,57","2,88%"
"21.08.2022","249,48","261,56","261,56","261,56","-0,78%"
"14.08.2022","251,43","238,83","238,83","238,83","1,60%"
"07.08.2022","247,48","247,48","247,48","247,48","-7,92%"
"31.07.2022","268,77","281,51","281,51","281,51","-2,32%"
"24.07.2022","275,16","293,48","293,48","293,48","-5,57%"
"17.07.2022","291,40","320,31","320,31","320,31","-10,23%"
"10.07.2022","324,60","286,91","286,91","286,91","13,18%"
"03.07.2022","286,79","288,31","288,31","288,31","-1,38%"
"26.06.2022","290,81","281,74","281,74","281,74","0,61%"
"19.06.2022","289,06","261,19","261,19","261,19","10,80%"
"12.06.2022","260,89","255,26","255,26","255,26","4,89%"
"05.06.2022","248,73","235,24","235,24","235,24","10,46%"
"29.05.2022","225,17","220,28","220,28","220,28","1,33%"
"22.05.2022","222,22","246,59","246,59","246,59","-9,50%"
"15.05.2022","245,55","238,05","238,05","238,05","1,30%"
"08.05.2022","242,39","244,26","244,26","244,26","6,19%"
"01.05.2022","228,25","232,24","232,24","232,24","4,19%"
"24.04.2022","219,08","220,38","220,38","220,38","2,44%"
"17.04.2022","213,86","216,49","216,49","216,49","-1,33%"
"10.04.2022","216,74","212,81","212,81","212,81","3,39%"
"03.04.2022","209,63","204,30","204,30","204,30","1,79%"
"27.03.2022","205,95","211,25","211,25","211,25","-3,71%"
"20.03.2022","213,89","201,50","201,50","201,50","6,15%"
"13.03.2022","201,49","223,05","223,05","223,05","-6,82%"
"06.03.2022","216,24","224,74","224,74","224,74","-0,84%"
"27.02.2022","218,08","218,17","218,17","218,17","-2,62%"
"20.02.2022","223,94","224,87","224,87","224,87","0,91%"
"13.02.2022","221,91","228,49","228,49","228,49","0,14%"
"06.02.2022","221,61","220,48","220,48","220,48","1,95%"
"30.01.2022","217,37","226,81","226,81","226,81","-3,82%"
"23.01.2022","226,01","217,96","217,96","217,96","0,80%"
"16.01.2022","224,21","220,24","220,24","220,24","3,32%"
"09.01.2022","217,00","210,34","210,34","210,34","3,97%"
"02.01.2022","208,72","201,50","208,72","199,75","3,40%"
"26.12.2021","201,86","208,73","208,73","201,47","-3,29%"
"19.12.2021","208,73","221,91","223,04","208,73","-5,64%"
"12.12.2021","221,20","217,85","221,20","216,99","1,38%"
"05.12.2021","218,19","235,09","235,09","212,08","-6,81%"
"28.11.2021","234,14","262,79","262,79","234,14","-11,13%"
"21.11.2021","263,45","234,52","263,45","234,52","12,25%"
"14.11.2021","234,70","231,62","236,32","231,62","0,99%"
"07.11.2021","232,39","223,88","234,89","223,88","-0,34%"
"31.10.2021","233,18","244,21","250,86","233,18","-4,50%"
"24.10.2021","244,17","232,63","244,17","222,82","3,51%"
"17.10.2021","235,90","199,70","235,90","199,70","17,92%"
"10.10.2021","200,05","204,50","208,44","200,05","-1,58%"
"03.10.2021","203,26","202,43","206,46","201,58","1,04%"
"26.09.2021","201,16","197,68","205,48","197,68","2,00%"
"19.09.2021","197,22","178,43","197,22","178,43","10,54%"
"12.09.2021","178,41","176,46","179,35","176,45","1,15%"
"05.09.2021","176,39","173,48","180,46","173,48","1,61%"
"29.08.2021","173,60","179,35","179,35","172,46","-1,16%"
"22.08.2021","175,64","187,19","187,19","175,64","-6,59%"
"15.08.2021","188,03","177,37","188,20","177,37","5,98%"
"08.08.2021","177,42","181,39","183,69","177,42","-2,10%"
"01.08.2021","181,23","175,41","181,23","175,41","3,77%"
"25.07.2021","174,64","171,54","175,42","171,45","1,81%"
"18.07.2021","171,54","173,48","178,24","171,54","-0,94%"
"11.07.2021","173,17","172,54","176,46","171,45","0,30%"
"04.07.2021","172,65","163,60","174,37","163,60","5,09%"
"27.06.2021","164,28","157,78","165,63","157,75","4,51%"
"20.06.2021","157,19","166,57","166,57","157,19","-5,43%"
"13.06.2021","166,21","158,85","174,46","158,85","4,61%"
"06.06.2021","158,89","161,69","161,76","158,79","-2,06%"
"30.05.2021","162,23","170,54","170,81","162,23","-5,01%"
"23.05.2021","170,79","178,36","178,36","170,79","-3,57%"
"16.05.2021","177,11","174,40","180,35","174,40","1,53%"
"09.05.2021","174,44","188,95","188,95","171,28","-0,31%"
"02.05.2021","174,98","189,94","192,86","174,98","-7,69%"
"25.04.2021","189,56","188,02","193,89","188,00","0,49%"
"18.04.2021","188,63","198,69","198,69","188,63","-5,25%"
"11.04.2021","199,09","218,16","219,16","199,09","-8,97%"
"04.04.2021","218,70","220,22","222,97","216,30","-1,13%"
"28.03.2021","221,19","219,16","228,15","219,16","1,35%"
"21.03.2021","218,24","189,24","218,24","189,24","14,81%"
"14.03.2021","190,08","199,08","200,18","190,08","-4,29%"
"07.03.2021","198,60","193,18","217,71","193,18","2,26%"
"28.02.2021","194,22","193,08","194,23","183,38","0,18%"
"21.02.2021","193,87","162,84","193,87","162,84","19,62%"
"14.02.2021","162,07","153,00","162,07","152,99","6,07%"
"07.02.2021","152,80","149,04","155,91","149,03","3,51%"
"31.01.2021","147,62","171,56","171,56","147,62","-14,01%"
"24.01.2021","171,67","171,55","177,42","167,74","-0,15%"
"17.01.2021","171,93","167,72","171,93","165,74","2,49%"
"10.01.2021","167,76","155,01","167,76","155,01","8,23%"
"03.01.2021","155,00","142,21","155,00","142,21","9,46%"
"27.12.2020","141,60","144,18","144,18","141,23","-2,23%"
"20.12.2020","144,83","149,10","151,06","144,18","-2,64%"
"13.12.2020","148,76","153,97","153,97","146,86","-3,21%"
"06.12.2020","153,70","165,70","165,70","152,98","1,17%"
"29.11.2020","151,93","163,70","165,70","151,93","-7,28%"
"22.11.2020","163,86","172,51","172,51","163,86","-5,01%"
"15.11.2020","172,51","180,35","180,35","172,51","-3,99%"
"08.11.2020","179,67","187,05","187,05","164,74","-3,89%"
"01.11.2020","186,94","216,29","216,29","186,94","-13,18%"
"25.10.2020","215,33","209,44","218,31","209,44","2,71%"
"18.10.2020","209,65","217,28","218,27","209,50","-3,44%"
"11.10.2020","217,11","214,52","221,26","213,87","1,51%"
"04.10.2020","213,87","243,45","243,45","213,87","-12,21%"
"27.09.2020","243,61","249,30","251,22","242,47","-1,97%"
"20.09.2020","248,51","198,91","251,06","194,02","23,43%"
"13.09.2020","201,34","199,84","201,34","194,02","0,35%"
"06.09.2020","200,64","205,79","210,58","198,98","-2,10%"
"30.08.2020","204,94","210,49","225,20","193,64","-3,17%"
"23.08.2020","211,64","222,27","222,30","211,64","-4,96%"
"16.08.2020","222,69","225,19","231,67","222,22","-0,91%"
"09.08.2020","224,74","212,57","224,74","204,89","5,35%"
"02.08.2020","213,32","215,22","218,87","212,52","-0,88%"
"26.07.2020","215,22","225,15","225,15","215,22","-4,43%"
"19.07.2020","225,20","228,99","228,99","199,72","-1,43%"
"12.07.2020","228,46","238,77","238,77","228,46","-4,13%"
"05.07.2020","238,30","261,01","261,01","217,13","6,30%"
"28.06.2020","224,18","262,94","262,94","224,18","-14,74%"
"21.06.2020","262,94","259,07","262,94","246,38","1,50%"
"14.06.2020","259,07","261,01","263,93","202,67","-0,74%"
"07.06.2020","260,99","202,67","270,71","202,67","28,76%"
"31.05.2020","202,70","279,82","279,82","202,70","-28,82%"
"24.05.2020","284,79","304,01","304,02","265,58","-6,32%"
"17.05.2020","304,01","337,88","337,88","294,30","-10,03%"
"10.05.2020","337,89","318,38","338,17","309,10","9,33%"
"03.05.2020","309,05","289,20","323,47","289,20","-1,41%"
"26.04.2020","313,47","361,68","366,65","298,91","-13,32%"
"19.04.2020","361,62","284,48","361,62","284,48","27,13%"
"12.04.2020","284,44","255,18","294,16","255,18","11,47%"
"05.04.2020","255,18","347,24","347,24","226,04","-26,48%"
"29.03.2020","347,10","226,04","347,10","226,04","33,60%"
"22.03.2020","259,81","327,36","360,56","221,19","-23,70%"
"15.03.2020","340,53","251,05","376,53","251,05","36,80%"
"08.03.2020","248,92","142,14","290,10","142,14","75,11%"
"01.03.2020","142,15","133,29","142,15","110,49","5,56%"
"23.02.2020","134,66","93,11","134,66","93,11","44,86%"
"16.02.2020","92,96","93,10","93,26","92,06","-0,32%"
"09.02.2020","93,26","100,98","100,98","93,26","-7,06%"
"02.02.2020","100,34","104,91","104,91","96,05","-4,04%"
"26.01.2020","104,56","101,96","106,87","96,06","2,61%"
"19.01.2020","101,90","98,03","101,90","97,88","4,11%"
"12.01.2020","97,88","99,01","101,08","97,04","-0,94%"
"05.01.2020","98,81","99,01","99,01","97,04","-0,57%"
"29.12.2019","99,38","100,00","100,00","97,45","-0,59%"
"22.12.2019","99,97","103,93","103,93","99,97","-3,49%"
"15.12.2019","103,58","100,98","103,93","96,80","2,79%"
"08.12.2019","100,77","117,42","117,42","100,77","-14,18%"
"01.12.2019","117,42","124,52","124,92","117,42","-5,41%"
"24.11.2019","124,14","123,54","124,14","123,36","0,06%"
"17.11.2019","124,06","121,57","128,41","121,57","2,08%"
"10.11.2019","121,53","117,64","122,51","117,18","3,71%"
"03.11.2019","117,18","116,67","118,61","114,72","0,44%"
"27.10.2019","116,67","118,62","121,51","116,67","-1,72%"
"20.10.2019","118,71","128,39","128,39","118,71","-7,84%"
"13.10.2019","128,81","133,37","133,37","128,81","-3,42%"
"06.10.2019","133,37","137,22","143,03","133,37","-2,79%"
"29.09.2019","137,20","138,18","138,74","136,22","0,01%"
"22.09.2019","137,19","130,31","137,19","130,31","5,17%"
"15.09.2019","130,44","119,68","130,44","118,04","5,99%"
"08.09.2019","123,07","123,57","124,60","119,66","-0,34%"
"01.09.2019","123,49","134,34","134,35","123,49","-7,62%"
"25.08.2019","133,68","139,18","141,23","133,68","-2,27%"
"18.08.2019","136,78","140,14","140,14","135,36","-0,50%"
"11.08.2019","137,47","129,48","141,29","129,48","5,70%"
"04.08.2019","130,06","132,35","142,97","129,46","-1,63%"
"28.07.2019","132,22","123,06","132,22","123,06","7,36%"
"21.07.2019","123,16","129,40","129,40","123,16","-3,56%"
"14.07.2019","127,70","126,99","129,47","126,99","-0,04%"
"07.07.2019","127,75","144,25","144,25","127,75","-11,71%"
"30.06.2019","144,69","149,35","149,35","144,69","-3,01%"
"23.06.2019","149,18","149,05","152,93","149,05","0,14%"
"16.06.2019","148,97","161,60","164,13","147,64","-9,24%"
"09.06.2019","164,14","171,56","171,56","161,60","-2,29%"
"02.06.2019","167,98","178,12","178,12","167,98","-5,72%"
"26.05.2019","178,18","178,37","179,26","177,72","-0,01%"
"19.05.2019","178,20","184,18","184,18","175,47","-3,13%"
"12.05.2019","183,95","170,52","183,95","170,52","7,66%"
"05.05.2019","170,86","168,49","175,30","168,49","0,84%"
"28.04.2019","169,43","174,30","174,30","169,43","-2,65%"
"21.04.2019","174,05","170,47","176,25","167,51","2,20%"
"14.04.2019","170,31","169,60","170,47","166,60","0,50%"
"07.04.2019","169,46","169,46","169,58","166,50","-0,23%"
"31.03.2019","169,85","174,40","174,40","167,61","-2,68%"
"24.03.2019","174,53","178,02","186,91","170,46","-1,52%"
"17.03.2019","177,23","154,93","177,23","148,11","14,67%"
"10.03.2019","154,56","162,80","162,80","154,01","-5,47%"
"03.03.2019","163,50","156,97","165,70","154,90","4,52%"
"24.02.2019","156,43","164,76","164,76","152,84","-3,09%"
"17.02.2019","161,42","161,76","164,94","161,42","-0,28%"
"10.02.2019","161,88","171,47","173,49","161,88","-5,45%"
"03.02.2019","171,21","165,69","171,21","160,27","3,90%"
"27.01.2019","164,78","169,56","171,01","164,10","-2,92%"
"20.01.2019","169,73","170,50","175,24","169,73","-0,67%"
"13.01.2019","170,87","198,29","198,29","170,87","-6,27%"
"06.01.2019","182,30","187,24","187,24","177,94","-3,48%"
"30.12.2018","188,87","206,35","206,35","188,87","-8,64%"
"23.12.2018","206,74","207,26","212,51","206,74","-0,38%"
"16.12.2018","207,52","207,26","207,52","194,90","5,56%"
"09.12.2018","196,59","207,25","207,26","196,59","-4,64%"
"02.12.2018","206,15","208,23","219,62","206,15","-0,63%"
"25.11.2018","207,46","215,02","219,62","207,25","-2,95%"
"18.11.2018","213,77","204,98","214,16","204,98","4,80%"
"11.11.2018","203,98","198,40","205,68","197,93","3,13%"
"04.11.2018","197,78","194,68","198,50","191,65","1,38%"
"28.10.2018","195,08","205,10","209,19","195,08","-5,58%"
"21.10.2018","206,61","213,10","214,86","206,61","-2,54%"
"14.10.2018","212,00","221,92","221,92","207,81","-4,43%"
"07.10.2018","221,82","242,38","242,38","218,03","-8,31%"
"30.09.2018","241,93","258,48","262,50","238,55","-5,17%"
"23.09.2018","255,11","258,49","265,30","252,68","-0,77%"
"16.09.2018","257,10","280,68","280,68","257,10","-8,55%"
"09.09.2018","281,13","275,84","284,56","275,62","2,14%"
"02.09.2018","275,25","299,89","304,92","275,25","-7,93%"
"26.08.2018","298,97","282,34","298,97","278,53","7,18%"
"19.08.2018","278,93","236,40","278,93","236,40","17,91%"
"12.08.2018","236,57","235,20","243,46","232,17","0,57%"
"05.08.2018","235,24","209,11","235,24","209,11","12,47%"
"29.07.2018","209,16","207,69","213,99","207,69","0,80%"
"22.07.2018","207,50","221,82","222,58","207,50","-6,55%"
"15.07.2018","222,04","239,04","241,68","222,04","-7,35%"
"08.07.2018","239,65","246,68","250,56","238,11","-3,40%"
"01.07.2018","248,09","268,96","269,46","209,67","-7,42%"
"24.06.2018","267,98","256,40","267,98","256,40","4,28%"
"17.06.2018","256,97","266,94","272,19","256,97","-3,70%"
"10.06.2018","266,84","248,64","266,88","248,64","7,93%"
"03.06.2018","247,23","234,24","252,47","226,51","5,31%"
"27.05.2018","234,76","190,47","234,76","189,83","23,67%"
"20.05.2018","189,83","202,11","202,11","184,59","-6,09%"
"13.05.2018","202,15","182,75","202,15","182,75","10,65%"
"06.05.2018","182,70","181,77","199,66","180,73","0,82%"
"29.04.2018","181,22","166,67","189,71","166,67","8,26%"
"22.04.2018","167,39","168,67","171,11","167,39","-0,88%"
"15.04.2018","168,87","167,64","168,87","163,29","0,59%"
"08.04.2018","167,88","166,10","168,13","163,54","1,34%"
"01.04.2018","165,66","161,32","165,66","160,37","2,56%"
"25.03.2018","161,53","171,93","171,93","161,53","-5,46%"
"18.03.2018","170,85","155,62","170,85","151,78","17,47%"
"11.03.2018","145,44","155,62","155,62","142,75","1,40%"
"04.03.2018","143,43","155,62","155,62","143,43","-7,52%"
"25.02.2018","155,09","152,65","157,95","147,80","1,61%"
"18.02.2018","152,63","151,69","157,61","150,49","1,42%"
"11.02.2018","150,49","173,03","173,03","150,49","-14,25%"
"04.02.2018","175,50","151,80","175,50","151,30","17,49%"
"28.01.2018","149,37","143,04","149,37","143,04","5,88%"
"21.01.2018","141,08","147,43","149,35","141,08","-5,12%"
"14.01.2018","148,69","144,95","148,69","144,51","2,89%"
"07.01.2018","144,51","144,47","146,44","144,45","-0,16%"
"31.12.2017","144,74","160,02","160,27","144,74","-9,69%"
"24.12.2017","160,27","162,46","162,46","160,27","-1,35%"
"17.12.2017","162,46","164,44","164,44","161,49","-1,75%"
"10.12.2017","165,35","165,37","167,31","163,39","0,31%"
"03.12.2017","164,84","169,23","169,23","160,04","-2,32%"
"26.11.2017","168,75","166,35","170,29","163,42","1,00%"
"19.11.2017","167,08","173,12","173,19","167,08","-3,46%"
"12.11.2017","173,06","179,49","183,24","173,06","-2,90%"
"05.11.2017","178,23","172,15","178,23","168,72","3,98%"
"29.10.2017","171,41","171,11","171,41","168,23","0,02%"
"22.10.2017","171,37","168,29","177,99","168,29","2,17%"
"15.10.2017","167,73","181,77","181,77","167,68","-5,94%"
"08.10.2017","178,33","183,76","185,62","178,33","-2,93%"
"01.10.2017","183,72","191,47","191,47","181,82","-4,24%"
"24.09.2017","191,86","198,04","201,41","191,86","-2,89%"
"17.09.2017","197,56","175,18","200,08","175,18","11,27%"
"10.09.2017","177,55","179,85","181,97","177,55","-0,79%"
"03.09.2017","178,96","188,63","188,63","178,96","-5,10%"
